gene	log2_fold_change	p_value	q_value
8226_gene	1.7242635033682	5.44565539995288e-07	1.46169877670424e-05
5794_gene	1.04179333352275	5.48928185119364e-07	1.46959167487656e-05
1382_gene	-1.46303124158932	5.52606692211993e-07	1.47416640271225e-05
8451_gene	-2.48210178713441	5.53489998308837e-07	1.47416640271225e-05
7069_gene	1.02239152093508	5.61338837453311e-07	1.49122764684898e-05
2938_gene	1.68085612136093	5.74253650400329e-07	1.52162492903513e-05
5352_gene	-1.1329342126375	6.44747089699162e-07	1.69969806758958e-05
8386_gene	1.53513815352039	6.44419303515042e-07	1.69969806758958e-05
10269_gene	-1.26019697032172	6.51023297423252e-07	1.71187652813534e-05
1476_gene	-1.19501210060483	6.58029384680674e-07	1.72590752824621e-05
8686_gene	2.25002099580694	6.68179336888541e-07	1.74809247276106e-05
6802_gene	-1.03585307463264	6.82448941725249e-07	1.78091600095675e-05
7708_gene	1.18730772377288	6.8977179692373e-07	1.79549162453648e-05
1467_gene	-1.20995064201574	7.03723377099603e-07	1.8272053715948e-05
4067_gene	1.14680166785948	7.10672938468277e-07	1.840625099281e-05
1861_gene	1.32136536448498	7.13937137440753e-07	1.84445659457819e-05
8483_gene	-1.30358812909765	7.25319733232972e-07	1.86919055442133e-05
10705_gene	-1.71794636855029	7.58767024279926e-07	1.95052199724098e-05
8114_gene	1.70189639470934	7.63382903996091e-07	1.95751834488725e-05
7613_gene	0.972479873959169	7.67552164661094e-07	1.96333764099202e-05
10442_gene	1.58055099399847	7.94174256033878e-07	2.02641895354422e-05
7225_gene	-1.35606052688776	8.22199200738998e-07	2.09276023163468e-05
8290_gene	-0.920092141308073	8.32136276932257e-07	2.11284921027468e-05
521_gene	1.78778316769219	8.40636782802822e-07	2.11593670339818e-05
850_gene	-0.789111329715831	8.37436886629822e-07	2.11593670339818e-05
3354_gene	3.48879325668648	8.391587405496e-07	2.11593670339818e-05
6238_gene	1.13110753593664	8.43590015289386e-07	2.11593670339818e-05
582_gene	8.15462901818546	8.41860419375286e-07	2.11593670339818e-05
4550_gene	2.06492031798869	8.50678681595625e-07	2.12855048319835e-05
6116_gene	-1.48984835305505	9.00004547905168e-07	2.24653309131691e-05
1488_gene	1.23684251493929	9.08363860090866e-07	2.25649810821611e-05
10002_gene	-1.63015173752238	9.08258633502151e-07	2.25649810821611e-05
2559_gene	-1.84975948686089	9.15718463959958e-07	2.2693128552907e-05
4386_gene	1.17975447075233	9.5748150156216e-07	2.36713249692425e-05
4609_gene	-1.13277500418465	9.63880635542115e-07	2.37726551018907e-05
2909_gene	1.42707584167867	9.86191094938553e-07	2.42073605109145e-05
8557_gene	-1.15397562103926	9.83988631804623e-07	2.42073605109145e-05
9046_gene	1.83203500770273	9.92655660008267e-07	2.43083023472167e-05
3362_gene	-1.26214344676414	1.00804389676392e-06	2.46267745370174e-05
6580_gene	1.17067169337491	1.02536369997906e-06	2.4884536918967e-05
7727_gene	0.777231648029849	1.02581892079349e-06	2.4884536918967e-05
8813_gene	-1.18573260624247	1.02407787985246e-06	2.4884536918967e-05
4298_gene	0.877188104876327	1.04219160626914e-06	2.51721157627419e-05
6996_gene	-1.28434386647914	1.0425455338159e-06	2.51721157627419e-05
9326_gene	1.34196514228578	1.04549916334587e-06	2.51845882377999e-05
5870_gene	-1.48110357182817	1.05453370631407e-06	2.53431426070922e-05
58_gene	-1.23123675917885	1.15955188941377e-06	2.78023415897956e-05
522_gene	1.77875649332496	1.19926253017642e-06	2.86879143213962e-05
10296_gene	-0.981803697012943	1.29758851013246e-06	3.09683133111058e-05
4842_gene	1.72736996971123	1.3175386298274e-06	3.13719912457059e-05
7343_gene	2.73370101249294	1.37375660829177e-06	3.26354041151429e-05
8099_gene	2.04162415403164	1.39624215503068e-06	3.30935009864383e-05
2457_gene	-1.34772596329381	1.40826007393176e-06	3.3301967057233e-05
7163_gene	-1.65405144834197	1.41543270451839e-06	3.3395163398386e-05
9274_gene	-0.82288068880229	1.4667307306859e-06	3.45266409360094e-05
9062_gene	1.36759705053136	1.50072294731502e-06	3.52465248580759e-05
9982_gene	-1.8806664137824	1.52054711757683e-06	3.56311426599522e-05
1065_gene	1.72064046234071	1.53072195443997e-06	3.57884178216803e-05
7346_gene	-1.84898273800782	1.56355369212526e-06	3.64735075720597e-05
1160_gene	1.51874159984326	1.57251401017587e-06	3.65999094170213e-05
7944_gene	-1.37623084593663	1.58079047698404e-06	3.66275533389081e-05
9133_gene	-0.732870719415205	1.57900932806845e-06	3.66275533389081e-05
7883_gene	-1.08990434571917	1.59339083167697e-06	3.68369146634224e-05
5669_gene	1.74317091917612	1.61484198572653e-06	3.71958191290699e-05
6087_gene	1.73724928196817	1.61611406899094e-06	3.71958191290699e-05
618_gene	1.25930908594183	1.65798849806568e-06	3.79063122544484e-05
1114_gene	-1.62336739784468	1.65660942368967e-06	3.79063122544484e-05
8219_gene	0.988581020799564	1.65388032893133e-06	3.79063122544484e-05
1877_gene	1.97102332138926	1.66453241964439e-06	3.79719161691062e-05
909_gene	1.59300072496992	1.70508064279353e-06	3.88112408868465e-05
9395_gene	1.48557105678211	1.74199236524135e-06	3.95642837415474e-05
6926_gene	-0.895206393869671	1.75238271744496e-06	3.97129890396408e-05
10452_gene	-1.23189251559572	1.78698279921316e-06	4.04084906938047e-05
6108_gene	0.909082062659562	1.80620665387088e-06	4.07540165089557e-05
3331_gene	-1.08373432838578	1.82117967196629e-06	4.09131972393471e-05
10248_gene	1.59583016027761	1.81936968306076e-06	4.09131972393471e-05
1023_gene	-1.23191032168047	1.8530891104431e-06	4.15397459160933e-05
8634_gene	1.92434754714963	1.90090304285413e-06	4.25193334304212e-05
7284_gene	-1.63240254105863	1.9388270393264e-06	4.3273949512741e-05
1227_gene	4.23945330686963	1.9662450552021e-06	4.3791328449264e-05
5835_gene	1.25600546251726	1.98506912851755e-06	4.41154932776351e-05
3642_gene	0.952370794326141	1.99061424437893e-06	4.41437931360771e-05
8119_gene	-1.41840387773386	2.04781581696919e-06	4.53150506478791e-05
1466_gene	-1.05337008566994	2.1488282634944e-06	4.74486993054512e-05
1056_gene	-1.27982394015518	2.19511592899473e-06	4.83674371220288e-05
2560_gene	-1.49272580103107	2.2240670180425e-06	4.89010820520239e-05
10706_gene	1.05024537294586	2.24251346856218e-06	4.92019834057782e-05
3278_gene	0.742055599361336	2.33167711734021e-06	5.10498968868512e-05
1246_gene	1.06661687405731	2.34468106273563e-06	5.12260763262368e-05
6622_gene	1.93208803708608	2.35256161127752e-06	5.12898136939703e-05
111_gene	-1.16099561765866	2.40333408624904e-06	5.22864304153632e-05
1148_gene	-1.30336206984943	2.40943947653104e-06	5.23091335093945e-05
8575_gene	-1.38842204356073	2.47370848097189e-06	5.35918311160661e-05
6650_gene	-1.08107163474881	2.51095719459587e-06	5.42850034496939e-05
1161_gene	1.48965060822216	2.54023305673631e-06	5.48032743388581e-05
9993_gene	1.83486247793215	2.56277289348818e-06	5.51743647527225e-05
803_gene	-1.33695155822964	2.56911320269947e-06	5.51958749203666e-05
5693_gene	-1.00057523387822	2.89656365415138e-06	6.21018439875527e-05
783_gene	1.4441706345858	2.92884551144228e-06	6.26639534477113e-05
11_gene	1.15415925485501	2.9516675988208e-06	6.30217623268888e-05
303_gene	1.38372181701682	2.96593131770895e-06	6.31335319238582e-05
8283_gene	1.68484324401198	2.96912100977309e-06	6.31335319238582e-05
8393_gene	-0.81552644863266	2.99609424918247e-06	6.35762586674572e-05
10577_gene	-1.47143253407917	3.06579307825185e-06	6.49219378497022e-05
629_gene	19.833663026556	3.09306019417015e-06	6.52320082582741e-05
1465_gene	-1.05659248289655	3.09077340923213e-06	6.52320082582741e-05
4674_gene	0.943336992582497	3.38803399524724e-06	7.11624863961078e-05
10202_gene	1.57561001528271	3.3853381745026e-06	7.11624863961078e-05
1621_gene	1.40457995784552	3.40913712616761e-06	7.14604930259962e-05
789_gene	1.9378648875895	3.43784404675605e-06	7.19163570428686e-05
9913_gene	2.74942078038393	3.46585741654506e-06	7.23559000860135e-05
7564_gene	1.36431633276985	3.53311083629845e-06	7.36112245611052e-05
9248_gene	-1.40398498013293	3.60980872906101e-06	7.50578740565724e-05
6570_gene	1.20669683893167	3.62713341950641e-06	7.51158251646879e-05
9120_gene	-0.816002992247448	3.62546170747858e-06	7.51158251646879e-05
121_gene	-2.14842785008215	3.69225905638766e-06	7.63116101774202e-05
7307_gene	1.27205950368926	3.75209326870559e-06	7.72494239591482e-05
7481_gene	2.17716628135862	3.75258475203139e-06	7.72494239591482e-05
7549_gene	1.78052920023104	3.82221117479553e-06	7.85263027442087e-05
9269_gene	-1.17739274795052	3.93126635833135e-06	8.05142812038745e-05
10079_gene	1.19154838774737	3.93455699709276e-06	8.05142812038745e-05
8136_gene	1.50994917787334	3.97540193272176e-06	8.11893351240053e-05
4951_gene	-1.2304424497489	4.07437336033655e-06	8.30464976444139e-05
3905_gene	-1.57569263987637	4.09850086903276e-06	8.337383460745e-05
300_gene	-1.39936699464624	4.10957310316448e-06	8.3434829956978e-05
6362_gene	-1.05493660751436	4.32957774600781e-06	8.77291302494993e-05
735_gene	1.27595462871881	4.35273766871517e-06	8.79947390644949e-05
9250_gene	1.05573455975173	4.35971612163938e-06	8.79947390644949e-05
9131_gene	-0.965061903989375	4.42771557862227e-06	8.91930073869056e-05
10233_gene	0.88133597833405	4.70596397200368e-06	9.46136803242919e-05
2449_gene	-0.973078945648401	4.77002844038106e-06	9.57154833065979e-05
8534_gene	-1.19188874309054	4.77969829158223e-06	9.57236475682378e-05
6474_gene	-1.37478928353464	4.86231599413459e-06	9.71898906835335e-05
1644_gene	-1.15198923557693	4.89666441928543e-06	9.76875098627328e-05
8972_gene	1.82168340735958	4.9590393406082e-06	9.87412573137671e-05
8865_gene	-0.825349148963611	5.07200876940055e-06	0.000100796420428818
180_gene	-1.37939665994542	5.12817536550055e-06	0.000101522153691729
1860_gene	2.78069252795106	5.12310401179816e-06	0.000101522153691729
1443_gene	0.833211614903576	5.15065803047127e-06	0.000101772275500746
7566_gene	-0.919565763355038	5.28424477682849e-06	0.000104212567793408
10331_gene	1.19008106847265	5.33796907695051e-06	0.000105071566554679
6361_gene	0.975558376259022	5.36439908393918e-06	0.000105391064892448
3078_gene	2.27144614789062	5.47092051895378e-06	0.000107279872187606
6917_gene	0.844594768764625	5.49308032457198e-06	0.000107510401655543
6993_gene	1.26371584975852	5.56171913868162e-06	0.000108648025669444
5429_gene	1.54921297376281	5.63837703388966e-06	0.000109937713713615
9653_gene	-1.24554090885936	5.71490353937347e-06	0.00011121998714856
1321_gene	-1.03934213250304	5.73485536313658e-06	0.000111398487448597
8050_gene	1.4653377067416	5.74957800005381e-06	0.00011147493255639
5991_gene	-0.914171155627174	5.9977142910524e-06	0.000116068126374037
3574_gene	1.04249615806569	6.03219725153835e-06	0.000116517245602612
2525_gene	1.20353693748257	6.09308762409524e-06	0.000117473819976493
3477_gene	1.67389132149651	6.13414808987187e-06	0.000117825811079435
9078_gene	0.930578760630491	6.13226486941051e-06	0.000117825811079435
4423_gene	-1.11316718511609	6.19040948747015e-06	0.000118685884310791
7619_gene	-1.51961647275494	6.36158644104745e-06	0.000121741915336638
7955_gene	-0.834580937866061	6.45186242481682e-06	0.000123241305541695
851_gene	1.03759962279039	6.59217218682937e-06	0.000125689128004972
8638_gene	-1.19860942507617	6.64378536897985e-06	0.000126439922657528
6305_gene	1.59448670886831	6.68592917528049e-06	0.000127008073708361
4469_gene	1.21061677537561	6.73742917239343e-06	0.000127751546912869
1343_gene	-1.68254057642278	6.80747438865298e-06	0.000128843297311978
896_gene	-0.959596897764895	6.99800922072063e-06	0.000132207362498952
7676_gene	1.7942038683572	7.38736552780805e-06	0.000139308458694103
1985_gene	-0.865516194802857	7.40239340785975e-06	0.000139337583746489
3785_gene	-1.11614055105508	7.41708147759357e-06	0.00013936021816264
990_gene	1.29635106972554	7.480669427805e-06	0.00014029988723582
6594_gene	1.12310545433311	7.55589685823608e-06	0.000141454054588789
1739_gene	0.998416117165022	7.92238920015189e-06	0.000148046962015135
5864_gene	1.14254139660769	7.94533361611457e-06	0.000148207721279653
1756_gene	1.01665696757941	7.96304649297198e-06	0.000148270490915986
929_gene	1.15895930159533	8.22856864137223e-06	0.000152664323770091
6456_gene	1.20724396206772	8.22400616521835e-06	0.000152664323770091
2141_gene	0.901007935749013	8.3792569607522e-06	0.000155181436258805
5918_gene	1.08604760072518	8.42493231679724e-06	0.000155748212096212
7337_gene	1.6351014757085	8.52459247099242e-06	0.000157309176062921
6912_gene	-0.995317547112297	8.54800278285823e-06	0.00015746000135126
3623_gene	-1.15003423140536	8.66348397980789e-06	0.0001593032801554
9866_gene	-1.05084382298781	8.69392961939751e-06	0.000159579162854092
5466_gene	0.988539324855842	8.79534086852957e-06	0.000160873246921912
7211_gene	7.65236110152448	8.79556652901879e-06	0.000160873246921912
9156_gene	-0.79157112245137	8.83193943545274e-06	0.000161253113296764
168_gene	1.93831989174956	8.89743925625205e-06	0.000162162499601603
1690_gene	1.49154497349139	9.00584304095979e-06	0.000163619240992073
3794_gene	-1.18783765356974	9.00903310668567e-06	0.000163619240992073
9394_gene	3.34087411179892	9.03418985336135e-06	0.000163788277095853
7599_gene	0.981671717978311	9.08865918110723e-06	0.000164487222377517
2912_gene	1.59543006219022	9.11860499221559e-06	0.000164740671310412
397_gene	0.818371955863156	9.16670139701687e-06	0.000165320579819847
5477_gene	1.423979505661	9.28739927777051e-06	0.000167205547276098
2890_gene	-1.21408646307687	9.55893443146773e-06	0.000171794832025717
8303_gene	1.2829476300865	9.65502781679981e-06	0.000173220585865988
2142_gene	0.856314776447849	9.70264754317081e-06	0.000173773240400567
10321_gene	-1.39949123577048	9.72905191676112e-06	0.000173944675619048
6000_gene	1.14328765420654	9.91890635863185e-06	0.000177032777737654
3070_gene	-1.67042365231969	1.02455918057517e-05	0.000182548182276962
2138_gene	-1.19694431237102	1.02786056568587e-05	0.000182821189084298
3160_gene	-0.817238148084853	1.03028023894841e-05	0.000182936700846957
1089_gene	-1.07105975650135	1.04257572845982e-05	0.000184802359826824
6928_gene	0.922473909100265	1.05275544073522e-05	0.000185968798710389
7116_gene	0.857460120834432	1.05201376477272e-05	0.000185968798710389
1604_gene	1.00449476146689	1.08058241904254e-05	0.00019055868120112
2908_gene	1.35687290099697	1.08474465444063e-05	0.000190709749922567
9282_gene	1.27759031273209	1.08512998794726e-05	0.000190709749922567
2761_gene	-0.739770787896119	1.08764838767889e-05	0.000190827817288178
2130_gene	-3.06637141503965	1.09075350984214e-05	0.000191048250350995
1966_gene	1.42850883287657	1.1218134838251e-05	0.000196156015936524
8080_gene	1.99293454521253	1.1258888768768e-05	0.000196536075230488
1797_gene	-0.813249012213151	1.15689808276207e-05	0.000201269104162681
8241_gene	-0.663508398837663	1.1552176782292e-05	0.000201269104162681
266_gene	-1.15997126090413	1.18137025030103e-05	0.00020518117927077
6_gene	-1.02933131847753	1.18464833642262e-05	0.00020540530047972
10576_gene	-1.45308803613297	1.20841076861167e-05	0.000209174487149631
555_gene	1.39481770851715	1.22023489483794e-05	0.000210868016776844
9856_gene	2.11647637054075	1.23905545622802e-05	0.000213762922949255
8040_gene	1.23838288060841	1.24129661806893e-05	0.000213792654185406
3667_gene	1.67264089162699	1.25905279023235e-05	0.000216490042167406
6304_gene	1.58565610656859	1.27887904974964e-05	0.00021953382226101
3125_gene	-0.751219084054837	1.29028558423225e-05	0.000221124564302755
476_gene	1.29409041808824	1.31238814336866e-05	0.00022454005088695
5871_gene	-1.53355885306824	1.34193380551616e-05	0.000228837358848252
7029_gene	8.29681838864299	1.33983682483536e-05	0.000228837358848252
6485_gene	-0.929753124616114	1.35829237609163e-05	0.000231245361030163
9730_gene	1.46724225527571	1.36418259281371e-05	0.000231866166350935
7484_gene	1.57432382739643	1.3912583037827e-05	0.00023607985732825
1917_gene	1.41912526430674	1.41998296277921e-05	0.000240559080940333
239_gene	1.27339110200258	1.42295032792624e-05	0.000240667245315708
8635_gene	-1.00302350926782	1.49420010329702e-05	0.000252304965154762
1839_gene	1.22096719717302	1.50202412466578e-05	0.000253212354066822
247_gene	1.87936917782309	1.50572297988261e-05	0.000253422496320959
6044_gene	-1.09600742709527	1.53515629811574e-05	0.000257956181865498
2140_gene	1.21497249468482	1.54680897891877e-05	0.000259492272534847
964_gene	-1.33103216153858	1.56211221535344e-05	0.000261386416526375
4950_gene	2.18644667719507	1.56315855828624e-05	0.000261386416526375
1379_gene	-1.30277261099285	1.56881388899744e-05	0.000261908283180929
4370_gene	1.27178455625951	1.57652059846449e-05	0.000262770384911808
9299_gene	-0.842218368659276	1.60485079855778e-05	0.000267061644964511
7597_gene	1.15457467379363	1.60989498774819e-05	0.000267470334459643
2916_gene	-0.928166673312899	1.61348277601857e-05	0.00026763613173958
3491_gene	1.67530355770063	1.61777234296336e-05	0.000267917618464478
10165_gene	1.72497559558613	1.62759902358812e-05	0.000269113732956155
4371_gene	1.25605647647429	1.63335566906994e-05	0.000269634145114517
2706_gene	-0.892685586054374	1.65725587868579e-05	0.000273143257581164
7956_gene	-0.725080531381062	1.66148588221302e-05	0.000273404380681358
7347_gene	-1.2819726480328	1.70138421407013e-05	0.000279081023304774
8520_gene	0.974779752118555	1.69943340034331e-05	0.000279081023304774
4922_gene	-1.15446036159799	1.71428715279762e-05	0.000280751876973226
6078_gene	3.43039944155382	1.73720563056255e-05	0.000284055110541667
3703_gene	-1.11620834076086	1.74890457032597e-05	0.000285516269032362
4369_gene	1.2400995251642	1.76705239942479e-05	0.000288023966808451
5238_gene	-2.08565424224582	1.86818701582808e-05	0.000304029049158542
10229_gene	-0.968105174495789	1.88539908131648e-05	0.000306347706074284
10304_gene	-1.97429863465871	1.888446275246e-05	0.0003063611272903
6887_gene	0.964521260301735	1.90115293188046e-05	0.000307939097148161
1174_gene	1.62213996126177	1.90937900236445e-05	0.00030878752129005
9130_gene	-1.10278070264214	1.95933066207127e-05	0.000316370672841321
6641_gene	1.27195858052939	2.01239912773927e-05	0.000324432645648325
7041_gene	1.59074052250981	2.02004582566202e-05	0.000325158155177435
3279_gene	0.676630781040649	2.03186519076264e-05	0.000326552019927544
4329_gene	-1.12893360355315	2.05064435100518e-05	0.00032905836526844
8996_gene	1.43757770996352	2.07044993705942e-05	0.000331721389915845
995_gene	0.974892045715624	2.10778251112827e-05	0.000337179945356031
6342_gene	2.00532045624575	2.12310212519538e-05	0.000339105677925333
5401_gene	-1.39685215940846	2.15297231358965e-05	0.000343345924207338
4368_gene	1.22198161715933	2.1709821578285e-05	0.000345684585808933
7539_gene	-1.02046220340702	2.21031063033986e-05	0.000351405385445109
