	log2_fold_change	p_value	q_value
1530_gene	1.11335301155753	8.69666751777405e-07	2.33432109425135e-05
8055_gene	0.953924451604793	8.74318139272198e-07	2.34072633451785e-05
3279_gene	0.779553421309563	9.1049540400055e-07	2.42598547717909e-05
7040_gene	1.16399508151189	9.10859652743843e-07	2.42598547717909e-05
4769_gene	-1.21055138754843	9.39064043596482e-07	2.49467553381132e-05
5521_gene	-1.93543740259341	9.44188948722124e-07	2.50185861438319e-05
6244_gene	1.11632802075306	9.48303676370158e-07	2.50633508736809e-05
9011_gene	1.09461617464876	9.79019356211159e-07	2.58091480282809e-05
2808_gene	7.1531425782248	1.00712211179527e-06	2.6482442502016e-05
9180_gene	-0.890151325501689	1.01415934662733e-06	2.65998037767685e-05
222_gene	-0.967145231443249	1.07435915822072e-06	2.8037024179018e-05
2894_gene	-0.824267198395862	1.07438180519558e-06	2.8037024179018e-05
10320_gene	-1.50570711403511	1.0778085299431e-06	2.80556003738841e-05
9941_gene	-1.01477836244973	1.08229454488283e-06	2.81015875045707e-05
3150_gene	-0.87340271902611	1.09587115885489e-06	2.83827883599159e-05
1971_gene	1.26724353015084	1.11165361562823e-06	2.87195711597554e-05
1840_gene	1.54237873363112	1.16057085910207e-06	2.99085767031441e-05
7654_gene	-1.20489004516727	1.17443797706354e-06	3.01906518780464e-05
1625_gene	1.15746756424344	1.19104061847701e-06	3.05414733283907e-05
791_gene	-1.41078828304379	1.20649105594988e-06	3.08610855747181e-05
5468_gene	-1.20730044310626	1.25503288218978e-06	3.20234809988869e-05
1765_gene	-1.11748059069157	1.30403498626698e-06	3.31918658819778e-05
5240_gene	1.42118798449653	1.31012491129842e-06	3.32649406225009e-05
7591_gene	1.13951010458362	1.3319122243833e-06	3.37352473695516e-05
1714_gene	-1.2139537242362	1.36318320459348e-06	3.44399965290344e-05
8753_gene	-1.57532602985716	1.36640202989202e-06	3.44399965290344e-05
9919_gene	-1.06413064537833	1.3740967525648e-06	3.45496735790866e-05
7179_gene	1.84421080777643	1.3796574726323e-06	3.45966529227217e-05
10717_gene	1.88742322373287	1.38266089191834e-06	3.45966529227217e-05
3078_gene	2.40832623484359	1.40799085581536e-06	3.51453562898451e-05
172_gene	-0.976260132354624	1.42408010248143e-06	3.54613103109472e-05
7069_gene	0.984141546272267	1.4505007554685e-06	3.60323913630083e-05
641_gene	-1.37705406831849	1.4569759948924e-06	3.61064506743839e-05
4843_gene	1.24210575418673	1.51058128875964e-06	3.71674929477194e-05
6941_gene	-1.07248228741582	1.50373103763548e-06	3.71674929477194e-05
7058_gene	0.947939444362895	1.5082579603517e-06	3.71674929477194e-05
820_gene	2.08802614737455	1.51801242647482e-06	3.72616161881016e-05
10176_gene	0.897516974021676	1.52625509896754e-06	3.73751663334846e-05
3986_gene	-1.25018596551239	1.56241313276078e-06	3.81701591346334e-05
5836_gene	1.728604804149	1.56685151214696e-06	3.81883102040723e-05
2175_gene	1.66128461409993	1.66390797033715e-06	4.04584116834449e-05
3278_gene	0.752446463444614	1.66948517075327e-06	4.0498731818226e-05
4746_gene	-1.61725926471686	1.67815282733398e-06	4.06136564816612e-05
4695_gene	0.901894680176016	1.68443029674578e-06	4.06703333798386e-05
1693_gene	1.50371399392305	1.69172500568181e-06	4.07512499037664e-05
2199_gene	1.57988512644504	1.75234645780379e-06	4.21133681277777e-05
7196_gene	-1.46383156208453	1.77306094399329e-06	4.25123243508738e-05
4696_gene	0.906900373067922	1.79614707058267e-06	4.29661662671326e-05
9126_gene	-0.808716402244005	1.81005061825978e-06	4.31987600210083e-05
1766_gene	-1.20048694271263	1.83557414756979e-06	4.35655357430703e-05
2043_gene	1.1005935251187	1.83806595548468e-06	4.35655357430703e-05
7945_gene	-1.86065593149336	1.83455165034677e-06	4.35655357430703e-05
1105_gene	-1.3631601900458	1.87681026198592e-06	4.42807243090468e-05
7341_gene	1.38056106557315	1.87400557724696e-06	4.42807243090468e-05
10533_gene	-1.00898525744073	1.91131475452454e-06	4.49920880939786e-05
9091_gene	1.10358664141083	1.92241416846716e-06	4.51505182203174e-05
1300_gene	-0.793849601484513	2.0181225013375e-06	4.72908796571921e-05
1176_gene	-1.41817201531526	2.03390522085419e-06	4.7552888127392e-05
7833_gene	1.23284704375877	2.06230868887667e-06	4.81081218755114e-05
5437_gene	-1.5094093284355	2.12463270150544e-06	4.94503476066604e-05
5893_gene	1.27199988636345	2.18966935525484e-06	5.08495350948395e-05
803_gene	-1.34614091988251	2.19500988467853e-06	5.08592649064302e-05
2871_gene	-1.49483445146547	2.23197594829243e-06	5.16000882542594e-05
2981_gene	-0.799968419083085	2.24026996714602e-06	5.16762273225155e-05
3674_gene	1.38758033645226	2.26339084203089e-06	5.2093276083624e-05
2634_gene	0.781415730316149	2.27446543837041e-06	5.22318352002663e-05
3429_gene	1.31745693409883	2.29811277609505e-06	5.26578656943819e-05
8054_gene	0.93293737041712	2.34644892801975e-06	5.35280424330157e-05
10694_gene	-0.916276017719308	2.34440702746173e-06	5.35280424330157e-05
447_gene	1.21079990462172	2.38159289600412e-06	5.42100902804111e-05
6057_gene	1.2192356958458	2.43580469757028e-06	5.53222104278928e-05
7845_gene	1.53473080098321	2.46900058760489e-06	5.59531843690984e-05
1080_gene	1.09015767472863	2.4778568108971e-06	5.60310115619489e-05
1259_gene	1.55165159315682	2.5065386728407e-06	5.64326157846096e-05
10323_gene	-0.714637403831861	2.50508972450458e-06	5.64326157846096e-05
333_gene	1.16706853592532	2.53527017993265e-06	5.69553957378783e-05
1144_gene	1.11662644504114	2.55043229470744e-06	5.71717295737672e-05
9302_gene	1.2250472582488	2.55675812919059e-06	5.71894772879991e-05
1148_gene	-1.30029386696085	2.56323513663652e-06	5.72105224665265e-05
3781_gene	0.995500818545213	2.58162325734018e-06	5.74967559080894e-05
8574_gene	1.2229601974941	2.64621524689871e-06	5.88085771214006e-05
7554_gene	1.1560850696749	2.65485315419538e-06	5.88739323936805e-05
7290_gene	1.19206798663942	2.74548120927298e-06	6.0753325089137e-05
7982_gene	1.03253354244503	2.7595505006823e-06	6.09341770813053e-05
6433_gene	1.63224439735868	2.82947770540535e-06	6.23450375429827e-05
1894_gene	1.0174968908519	2.89660655381579e-06	6.35364720603068e-05
6181_gene	-1.73672736345441	2.90949811091758e-06	6.35364720603068e-05
8981_gene	1.57739670753868	2.90702560788171e-06	6.35364720603068e-05
9574_gene	-1.35258292911075	2.91429144151204e-06	6.35364720603068e-05
9730_gene	1.58152924418611	2.89217473376388e-06	6.35364720603068e-05
6310_gene	-1.39985638241592	2.92465367501148e-06	6.36281496369866e-05
4881_gene	-0.983816069590741	2.93151426759303e-06	6.36419917619698e-05
10314_gene	1.40314729445506	2.93760693540348e-06	6.36419917619698e-05
7621_gene	-1.32250815422661	2.96190061210742e-06	6.40340605136361e-05
2094_gene	-0.990298691857833	2.98224817857138e-06	6.43393584078427e-05
4135_gene	1.53187927382686	3.07096792254698e-06	6.59779262195436e-05
9947_gene	1.70562178111773	3.06501019662062e-06	6.59779262195436e-05
5861_gene	-0.830691070107556	3.14027193148388e-06	6.73269090040549e-05
3121_gene	-0.834074311955964	3.17222786268506e-06	6.78712271904502e-05
10586_gene	-1.5166788054798	3.2438892601006e-06	6.92610570534702e-05
4142_gene	1.47656073040661	3.26366038897774e-06	6.93964330446419e-05
9742_gene	1.28285867495204	3.26253086561277e-06	6.93964330446419e-05
329_gene	-1.19027321759888	3.27976842306464e-06	6.95957430881931e-05
10730_gene	1.32915677242573	3.30132376709604e-06	6.99095897728903e-05
9626_gene	-0.82136704942417	3.30903977358099e-06	6.99296871578446e-05
8893_gene	1.09342511757709	3.34085533373506e-06	7.04579571812615e-05
9052_gene	-0.994319477807378	3.39950084578579e-06	7.15487611819763e-05
378_gene	-1.40462846299366	3.4676031389207e-06	7.2833761865054e-05
3632_gene	1.61751496913479	3.47660829031493e-06	7.28747871645325e-05
181_gene	-1.71134402786283	3.483771317451e-06	7.28771109201187e-05
697_gene	-2.08012200035684	3.5079300665224e-06	7.32342410251364e-05
5938_gene	2.95344132023773	3.52386508118882e-06	7.34185922358978e-05
7029_gene	8.83427847988266	3.53537273730934e-06	7.35101446023233e-05
644_gene	1.0025882722737	3.56513097652653e-06	7.38317906040584e-05
4214_gene	0.895067239630942	3.561682644458e-06	7.38317906040584e-05
2218_gene	0.843504227858414	3.60893139724853e-06	7.45893941183326e-05
1882_gene	1.02522559070631	3.61643697863413e-06	7.45953288167766e-05
7713_gene	1.05635903189416	3.62457768045955e-06	7.46143142427668e-05
8396_gene	-1.35301963266717	3.70289683416688e-06	7.60750216387288e-05
2565_gene	-0.765497406453649	3.71378313738309e-06	7.61472915510256e-05
2256_gene	1.42353413973698	3.76034793273524e-06	7.6797303432581e-05
6622_gene	1.89457447018656	3.75413625703012e-06	7.6797303432581e-05
2453_gene	1.0722420958455	3.92819280379871e-06	8.00669515472501e-05
7695_gene	-1.33049673385528	3.95577145271462e-06	8.04703586463639e-05
458_gene	-0.863605121060806	3.97177203326241e-06	8.06371162902432e-05
4628_gene	0.912188846803208	4.03803162833993e-06	8.18216055828721e-05
4642_gene	0.876844355418811	4.05518484998028e-06	8.20083762029279e-05
2985_gene	-1.50211851161086	4.12617729369496e-06	8.29897241949686e-05
4641_gene	0.933841319547234	4.12551297546873e-06	8.29897241949686e-05
8776_gene	1.52022211514517	4.1278031968467e-06	8.29897241949686e-05
4288_gene	1.04485674119587	4.20766176840907e-06	8.44310227470667e-05
1652_gene	1.23476654516276	4.22044180059367e-06	8.45233441227423e-05
4719_gene	0.930941893236393	4.28186133142095e-06	8.55875338470099e-05
324_gene	-1.46776992845263	4.30762148387666e-06	8.58520386366789e-05
7461_gene	1.45675788859008	4.3117097012228e-06	8.58520386366789e-05
5666_gene	2.22134517824558	4.32167642385333e-06	8.58850080078853e-05
63_gene	1.22093128326801	4.35307574729769e-06	8.63429650145381e-05
722_gene	1.45567851974542	4.45406454351152e-06	8.80601462942867e-05
1767_gene	-1.14496028826136	4.45669213391832e-06	8.80601462942867e-05
4996_gene	-1.56385826091496	4.5312525128876e-06	8.93625257026344e-05
7044_gene	1.73454873190411	4.58810757562412e-06	9.03114355933327e-05
1287_gene	-0.932599342504435	4.71618161035522e-06	9.26559330064844e-05
8142_gene	-1.30851066936694	4.73671872236345e-06	9.28828297474458e-05
1959_gene	2.4065990866269	4.78626120644914e-06	9.36765592944043e-05
919_gene	1.16304698737524	4.89908992669758e-06	9.57035828024439e-05
549_gene	1.10395247782307	4.91073798179445e-06	9.575012510163e-05
4097_gene	-1.03071002545436	4.92436779135806e-06	9.58350598039438e-05
2225_gene	0.993988609798341	5.0240328178649e-06	9.75908931199547e-05
6383_gene	1.47436854056261	5.10457261391591e-06	9.89693309422271e-05
2290_gene	-0.946521318150598	5.14662546167966e-06	9.95978043464374e-05
7892_gene	-1.2831769043989	5.17797363185673e-06	0.000100017157965621
6693_gene	0.990051372835785	5.20789311445931e-06	0.000100407401949296
8631_gene	1.76536956741084	5.28182636980071e-06	0.000101643191257953
674_gene	-0.856500324935865	5.31149212039739e-06	0.000102024088424139
2553_gene	-0.946091520015343	5.42311297634252e-06	0.000103782313884303
4114_gene	-1.26837842434359	5.41720174610517e-06	0.000103782313884303
4146_gene	19.2812346781401	5.692091230384e-06	0.000108728411783343
6637_gene	1.61115864883393	5.71704714090014e-06	0.000109003625745502
6958_gene	-1.94759207698557	5.73456804682609e-06	0.000109136328169246
1958_gene	1.60939369748093	5.75974593714898e-06	0.000109231147239213
3473_gene	1.33382673617305	5.76069046307057e-06	0.000109231147239213
8612_gene	1.10090351790476	5.82562456853404e-06	0.00011026008111947
457_gene	-0.86060181973698	5.89874940790275e-06	0.0001114399933844
9299_gene	-0.883663432176954	6.00818566497234e-06	0.000113300347923037
8755_gene	-1.04656237502608	6.0319701440666e-06	0.000113541674806529
1295_gene	2.79425926512215	6.05845548036059e-06	0.000113832870789175
1629_gene	-1.45578905021036	6.08600037459042e-06	0.00011414288179858
4759_gene	-0.82111765755466	6.18457247234767e-06	0.000115781470886306
5243_gene	2.09617834898619	6.24507836736971e-06	0.000116702784535983
9983_gene	1.73581862326359	6.36939276670597e-06	0.000118811019586894
3942_gene	-1.39835014896051	6.40436681248909e-06	0.000119248156108581
8162_gene	-1.07995733443263	6.55342415055703e-06	0.000121804110021324
6861_gene	-0.823588292146776	6.65503470662723e-06	0.000123470608004104
8053_gene	0.908064275539328	6.92364191540812e-06	0.000128223862999691
9575_gene	-1.37212728304253	7.15618250259214e-06	0.000132293363115898
2291_gene	-1.26647011445735	7.18240393739928e-06	0.00013254100408765
3462_gene	-1.18026359859705	7.35996004995048e-06	0.000135575449476271
4423_gene	-1.10331098481193	7.50316292776044e-06	0.000137967412269531
10383_gene	1.16807599716755	7.6095415704834e-06	0.000139674960194273
6624_gene	-1.29482185990036	7.63958676094472e-06	0.000139977818417735
8815_gene	1.12607764684752	7.7699373211958e-06	0.000142114216419889
5891_gene	1.22504813739739	7.92119242070883e-06	0.000144624739356193
4786_gene	1.31432854916405	8.00641000503613e-06	0.000145922823619124
850_gene	-0.714463500458681	8.1184842199271e-06	0.000147704957620998
8084_gene	7.77577300381444	8.20040780196241e-06	0.000148671954781543
10191_gene	-1.32796776206291	8.19523867087529e-06	0.000148671954781543
4196_gene	-0.898133979425393	8.27140460730657e-06	0.000149696488987576
632_gene	0.959953517982132	8.75371701341408e-06	0.000158148446882205
8457_gene	1.58791417828263	8.81546996711325e-06	0.000158986154694849
8933_gene	1.26746848095904	8.90848622800196e-06	0.000160383792125736
7211_gene	7.6374270165563	9.16773409184063e-06	0.000164478062682432
7832_gene	-1.14740356607464	9.15270691796084e-06	0.000164478062682432
3416_gene	-0.824878224705941	9.23496868205637e-06	0.000164883537138096
5937_gene	2.83254987075504	9.23820089055137e-06	0.000164883537138096
8157_gene	-1.16677631132012	9.23479583622908e-06	0.000164883537138096
1475_gene	-1.50607698801231	9.48080390378664e-06	0.000168921771623674
4420_gene	-1.731092691546	9.58854753261112e-06	0.000170547418592088
1219_gene	2.08263777852929	9.833958965491e-06	0.000174611910565952
6_gene	-1.03817810795184	9.85488184437056e-06	0.000174683274407762
489_gene	-1.46538096289906	9.98232586305008e-06	0.00017663930730952
1740_gene	1.39653167562099	1.0017007455165e-05	0.000176950008618248
8447_gene	-1.21487655279004	1.02219610981797e-05	0.000180262365168241
4034_gene	1.42376104155018	1.0520347900634e-05	0.000185208305289866
9129_gene	0.762104147228967	1.07225231333638e-05	0.000188446520510513
7723_gene	-0.957201221193493	1.07435490802388e-05	0.000188495477411184
5691_gene	1.2497206482794	1.09309101907958e-05	0.000191457671036752
716_gene	1.29254413175187	1.09817286010566e-05	0.000192022306875327
2690_gene	2.80685117125748	1.11559550287019e-05	0.000194739255517914
4421_gene	-1.72588731849524	1.16394781208596e-05	0.000202495567173338
7530_gene	1.28578245104426	1.16220661830181e-05	0.000202495567173338
4567_gene	1.0755588045228	1.18002477891077e-05	0.000204947496895191
3784_gene	0.93938996145799	1.19217040785633e-05	0.000206709546892404
2611_gene	-0.984223202681616	1.19878610471165e-05	0.000207161464984786
2908_gene	1.35075175355759	1.19741171312945e-05	0.000207161464984786
2490_gene	2.20677954678186	1.24470065833908e-05	0.000214378943387934
3782_gene	-0.805324992376976	1.24303751563594e-05	0.000214378943387934
7768_gene	-0.916324529338854	1.25770168760468e-05	0.000216257724454356
5839_gene	0.842772601180812	1.26358224715981e-05	0.00021690795584966
4927_gene	-1.30956907215597	1.29824736002805e-05	0.000222489025182917
8376_gene	-1.3214271744372	1.30999243130983e-05	0.00022413016200589
10202_gene	1.46793919586283	1.32677905230669e-05	0.000226627020273344
3204_gene	-1.341996728076	1.33882664299834e-05	0.000228307500474337
8362_gene	0.917680054897969	1.36577223896521e-05	0.000232518786119711
1302_gene	-0.8102126211004	1.37932438473735e-05	0.000234439772892694
8748_gene	-1.21029894069021	1.40318522084437e-05	0.000238103712187286
3317_gene	1.70095423580617	1.41136982265043e-05	0.000239099930283107
3151_gene	-0.81263880780934	1.41619564372332e-05	0.000239524808219914
637_gene	-1.3521904948834	1.43152684128399e-05	0.000241722195716156
6190_gene	-1.22769903827025	1.43802525304631e-05	0.000242423376263957
2610_gene	-0.977126283218031	1.45734277883362e-05	0.000245279809062975
7754_gene	1.69850897065455	1.50995759360747e-05	0.000253721980038042
1621_gene	1.30457777515261	1.5238770411225e-05	0.000255645216606492
9683_gene	-1.21839018952107	1.66118715125496e-05	0.00027822865512267
214_gene	-1.25990128630582	1.68815511321627e-05	0.000282287944012572
213_gene	-1.25422705633325	1.70259981479394e-05	0.000284001321723067
10269_gene	-1.08941570433278	1.70389800143508e-05	0.000284001321723067
740_gene	-0.941807037491593	1.72695993938166e-05	0.000287381707142835
6427_gene	1.59399360843375	1.74522533022651e-05	0.000289488901485726
10249_gene	-0.879952240004152	1.74288424685376e-05	0.000289488901485726
2887_gene	1.2396337383908	1.76612206178462e-05	0.000292485663244908
6961_gene	-0.816159687465184	1.81165334807044e-05	0.000299546011183359
4287_gene	1.01833391351414	1.84455825233784e-05	0.000304499440569636
1484_gene	-1.44089848554608	1.85668766767501e-05	0.000305714795136411
5994_gene	-1.20089560272186	1.85783715256112e-05	0.000305714795136411
10010_gene	0.810795641049435	1.89337019578718e-05	0.000311066575568597
3895_gene	1.6487922563656	1.89883292168597e-05	0.000311468879566711
6679_gene	-1.31131947139928	1.92704654153209e-05	0.000315595863077538
1122_gene	0.982903652203284	1.94635422874584e-05	0.000318253553795245
9444_gene	1.40162393457747	1.95137678655194e-05	0.000318570737949885
3309_gene	-3.79173172739723	1.95785336084298e-05	0.000319123921623839
4193_gene	-1.35133015614442	1.96809429307267e-05	0.000319747531655821
6484_gene	-1.1772378381273	1.97096165729396e-05	0.000319747531655821
10716_gene	1.33442130303138	1.97036331088381e-05	0.000319747531655821
130_gene	1.5739608145768	2.01459288648683e-05	0.000326313524905249
4947_gene	2.45044364877921	2.02783400270671e-05	0.000327944234490941
1016_gene	0.721434599581014	2.07149210301775e-05	0.000334481240509148
6872_gene	1.40954945134384	2.08836402799367e-05	0.000336679467477169
5637_gene	0.829336456870711	2.12340969542329e-05	0.000341627743533712
6290_gene	2.08196269167851	2.12566904482463e-05	0.000341627743533712
6988_gene	1.60334275247246	2.13928734112185e-05	0.000343282537005484
1546_gene	0.83111933524747	2.15629830249011e-05	0.000345475762138492
10520_gene	-0.887321929496036	2.16793198451709e-05	0.000346801998885443
6068_gene	1.39670928460997	2.20148534031068e-05	0.000351625185576052
3203_gene	-1.4889365558148	2.22459763331462e-05	0.000354768394177057
1191_gene	-1.29372805137367	2.23760041488188e-05	0.000355744041344451
1825_gene	1.1170325548535	2.23745498044815e-05	0.000355744041344451
